T6_Z2
Time-Data=(A2/86400)+25569;Temp;Humi;Vbat
1737167189;26.46;25.9;2973
1737167491;25.93;26.32;2971
1737167792;25.45;26.79;2969
1737168092;26.37;26.92;2967
1737168393;31.23;23.08;2967
1737168693;36.69;18.61;2968
1737168993;41.57;15.14;2970
1737169294;44.34;13.58;2973
1737169594;44.5;13.46;2976
1737169894;42.84;14.13;2980
1737170195;40.61;15.28;2983
1737170495;38.35;16.6;2986
1737170795;36.32;17.89;2989
1737171096;34.52;19.16;2989
1737171396;32.95;20.34;2989
1737171697;31.58;21.42;2988
1737171997;30.38;22.38;2986
1737172297;29.36;23.2;2983
1737172598;28.46;23.9;2980
1737172898;27.67;24.54;2978
1737173199;26.98;25.13;2975
1737173499;26.37;25.6;2973
1737173799;25.84;26.02;2971
1737174100;26.55;26.26;2969
1737174400;31.27;22.7;2968
1737174700;36.71;18.33;2969
1737175001;41.61;14.9;2971
1737175301;44.42;13.32;2974
1737175602;44.94;13.08;2977
1737175902;43.44;13.64;2980
1737176202;41.23;14.7;2984
1737176503;38.95;15.99;2987
1737176803;36.84;17.29;2989
1737177103;34.97;18.56;2990
1737177404;33.34;19.76;2990
1737177704;31.92;20.86;2988
1737178004;30.68;21.84;2986
1737178305;29.62;22.73;2984
1737178605;28.68;23.49;2981
1737178906;27.87;24.16;2979
1737179206;27.15;24.7;2976
1737179506;26.52;25.2;2974
1737179807;26.2;25.78;2972
1737180107;29.22;24.1;2970
1737180407;32.53;21.27;2970
1737180708;34.85;19.47;2971
1737181008;37.01;17.85;2972
1737181309;38.82;16.57;2974
1737181609;40.21;15.62;2976
1737181909;41.32;14.89;2979
1737182210;41.99;14.47;2983
1737182510;41.26;14.86;2985
1737182811;39.59;15.8;2988
1737183111;37.68;16.94;2989
1737183411;35.82;18.25;2989
1737183712;34.15;19.5;2989
1737184012;32.67;20.73;2988
1737184312;31.37;21.8;2986
1737184613;30.22;22.9;2984
1737184913;29.24;23.84;2982
1737185213;28.37;24.73;2980
1737185514;27.6;25.57;2977
1737185814;26.93;26.23;2975
1737186115;26.34;26.91;2973
1737186413;25.82;27.49;2971
1737186715;25.36;28.04;2969
1737187016;24.95;28.5;2966
1737187314;24.59;28.97;2965
1737187614;24.26;29.42;2963
1737187917;24.08;30;2961
1737188217;27.11;28.06;2961
1737188518;32.7;22.45;2961
1737188818;38.38;17.64;2964
1737189118;42.72;14.68;2967
1737189419;44.4;13.73;2971
1737189719;43.48;14.03;2975
1737190020;41.46;14.98;2979
1737190320;39.19;16.27;2983
1737190620;37.08;17.62;2986
1737190921;35.2;19.1;2988
1737191221;33.55;20.31;2989
1737191519;32.11;21.31;2988
1737191822;30.86;22.2;2986
1737192122;29.77;22.99;2984
1737192423;28.82;23.66;2981
1737192723;28;24.22;2979
1737193023;27.25;24.76;2976
1737193321;26.61;25.33;2974
1737193624;26.05;25.78;2972
1737193922;26.4;26.14;2969
1737194222;30.84;22.86;2969
1737194525;36.28;18.46;2969
1737194826;41.06;15.17;2971
1737195126;43.9;13.57;2973
1737195426;44.67;13.16;2977
1737195727;43.45;13.59;2980
1737196027;41.35;14.53;2983
1737196327;39.12;15.71;2986
1737196628;37.01;16.94;2989
1737196928;35.14;18.13;2990
1737197229;33.5;19.28;2989
1737197529;32.08;20.18;2988
1737197829;32.58;20.38;2987
1737198130;36.54;17.81;2985
1737198430;39.21;15.9;2985
1737198730;39.24;15.71;2985
1737199031;38.06;16.32;2985
1737199331;36.48;17.23;2985
1737199632;34.83;19.37;2985
1737199932;33.31;19.78;2985
1737200232;32;20.61;2985
1737200533;30.79;22.13;2984
1737200833;29.75;22.85;2983
1737201134;28.85;23.8;2981
1737201434;28.07;24.96;2978
1737201734;28.97;25.74;2976
1737202035;33.45;21.98;2976
1737202335;38.52;17.85;2976
1737202635;42.68;15.04;2977
1737202936;44.59;13.95;2978
1737203236;44.21;13.82;2981
1737203537;42.44;14.51;2983
1737203837;40.29;15.57;2986
1737204137;38.19;16.73;2988
1737204438;36.26;17.89;2989
1737204738;34.57;19.15;2990
1737205038;33.09;20.13;2989
1737205339;31.79;21.25;2988
1737205639;30.64;22.27;2986
1737205940;29.67;23.19;2983
1737206240;28.79;24.02;2981
1737206540;28.02;24.72;2978
1737206841;27.35;25.41;2976
1737207141;26.75;26.07;2974
1737207439;26.27;26.79;2972
1737207742;28.48;25.81;2970
1737208042;33.66;21.12;2970
1737208343;38.99;16.87;2971
1737208643;43.06;14.27;2974
1737208943;44.95;13.32;2976
1737209244;44.48;13.38;2979
1737209544;42.63;14.04;2982
1737209844;40.42;15.1;2985
1737210145;38.28;16.27;2988
1737210445;36.33;17.43;2990
1737210746;34.6;18.54;2990
1737211046;33.1;19.58;2989
1737211346;31.78;20.58;2988
1737211647;30.64;21.48;2985
1737211944;29.65;22.3;2983
1737212247;28.77;22.95;2981
1737212545;27.99;23.63;2979
1737212848;27.31;24.35;2977
1737213149;27.61;24.94;2975
1737213449;31.85;21.79;2974
1737213749;37.1;17.59;2974
1737214050;41.75;14.59;2975
1737214350;44.47;13.21;2977
1737214650;45.09;12.88;2980
1737214951;43.73;13.34;2982
1737215251;41.62;14.23;2985
1737215551;39.41;15.38;2988
1737215852;37.34;16.59;2990
1737216152;35.51;17.73;2991
1737216453;33.9;18.88;2990
1737216753;32.48;20.13;2989
1737217053;31.26;21.25;2987
1737217354;30.2;22.29;2985
1737217654;29.29;23.29;2983
1737217955;28.47;24.18;2980
1737218255;27.76;25.03;2978
1737218555;27.13;25.72;2975
1737218856;26.58;26.43;2973
1737219156;26.1;27.04;2971
1737219456;25.69;27.7;2970
1737219754;27.51;27.3;2968
1737220057;32.66;22.52;2968
1737220357;38.03;18.06;2969
1737220658;42.34;15.03;2972
1737220958;44.54;13.79;2974
1737221259;44.21;13.81;2978
1737221559;42.45;14.57;2981
1737221859;40.29;15.7;2985
1737222160;38.14;17.01;2988
1737222460;36.16;18.34;2990
1737222760;34.42;19.72;2990
1737223061;32.91;20.96;2990
1737223361;31.59;22.12;2988
1737223662;30.45;23.18;2986
1737223962;29.46;24.05;2983
1737224262;28.58;24.94;2981
1737224563;27.84;25.68;2978
1737224863;28.58;26.01;2976
1737225163;33.11;21.97;2975
1737225464;36.47;18.97;2975
1737225764;37.13;18.26;2976
1737226064;36.34;18.71;2977
1737226365;35.05;19.59;2978
1737226665;33.67;20.57;2979
1737226966;32.35;21.68;2980
1737227266;31.15;22.76;2981
1737227566;30.08;23.76;2981
1737227867;29.13;24.56;2980
1737228165;28.31;25.33;2978
1737228468;27.57;26.12;2976
1737228768;26.92;26.83;2974
1737229066;26.36;27.53;2972
1737229369;27.85;27.24;2971
1737229669;32.67;22.72;2970
1737229969;37.88;18.34;2971
1737230270;42.12;15.34;2973
1737230570;44.15;14.15;2975
1737230870;43.6;14.27;2978
1737231171;41.78;15.09;2981
1737231471;39.62;16.36;2984
1737231772;37.6;18.27;2987
1737232072;35.8;20.17;2989
1737232372;34.19;21.68;2989
1737232673;32.77;22.85;2988
1737232973;31.53;24.04;2986
1737233273;30.45;25.22;2984
1737233574;29.51;26.34;2982
1737233874;28.68;27.4;2980
1737234175;27.96;28.35;2978
1737234475;27.32;29.11;2975
1737234775;26.75;29.66;2973
1737235073;26.24;30.21;2971
1737235376;25.81;30.69;2969
1737235677;25.42;31.26;2967
1737235977;25.07;31.74;2965
1737236277;24.74;32.17;2964
1737236578;24.46;32.58;2963
1737236876;25.15;32.97;2962
1737237178;29.89;28.12;2962
1737237479;35.5;22.06;2963
1737237779;40.63;17.51;2966
1737238080;43.83;15.31;2970
1737238380;44.34;14.81;2974
1737238680;42.82;16.09;2978
1737238981;40.69;16.7;2981
1737239281;38.53;17.89;2985
1737239581;36.54;19.17;2987
1737239882;34.76;20.47;2989
1737240182;33.2;21.67;2989
1737240483;31.83;22.78;2987
1737240783;30.65;23.7;2985
1737241083;29.63;24.56;2983
1737241384;28.72;25.33;2980
1737241682;27.94;26.02;2978
1737241984;27.24;26.65;2975
1737242285;26.63;27.17;2973
1737242585;26.09;27.7;2971
1737242883;25.61;28.19;2969
1737243183;25.19;28.65;2967
1737243484;24.81;29.13;2966
1737243787;26.45;28.62;2964
1737244087;31.69;23.8;2964
1737244387;37.24;19.01;2965
1737244688;41.77;15.71;2969
1737244988;44.21;14.27;2971
1737245289;44.44;14.06;2975
1737245589;42.9;14.64;2979
1737245889;40.76;15.71;2983
1737246190;38.57;16.97;2986
1737246490;36.54;18.28;2989
1737246790;34.73;19.56;2990
1737247091;33.16;20.75;2989
1737247391;31.79;21.84;2987
1737247692;30.59;22.82;2985
1737247992;29.56;23.61;2983
1737248292;28.64;24.32;2980
1737248593;27.86;24.96;2978
1737248893;27.15;25.55;2975
1737249193;26.53;26.1;2973
1737249494;26;26.59;2971
1737249794;25.52;27.07;2969
1737250095;25.84;27.51;2967
1737250395;30.21;24.24;2966
1737250695;35.7;19.6;2967
1737250996;40.65;15.97;2969
1737251296;43.67;14.14;2972
1737251596;44.2;13.81;2975
1737251897;42.78;14.37;2979
1737252197;40.69;15.4;2982
1737252497;38.52;16.64;2985
1737252798;36.5;17.91;2988
1737253098;34.68;19.16;2989
1737253399;33.1;20.35;2988
1737253699;31.73;21.41;2987
1737253999;30.54;22.32;2985
1737254300;29.5;23.12;2983
1737254598;28.59;23.89;2980
1737254901;27.8;24.51;2977
1737255201;27.09;25.06;2975
1737255501;26.48;25.59;2973
1737255799;25.94;26.07;2971
1737256102;25.95;26.59;2969
1737256402;29.86;24.01;2968
1737256703;35.27;19.54;2968
1737257003;40.28;15.9;2970
1737257304;43.51;13.97;2973
1737257604;44.29;13.54;2975
1737257904;42.99;14.05;2979
1737258205;40.91;15.03;2982
1737258505;38.74;16.23;2985
1737258805;36.69;17.47;2988
1737259106;34.86;18.71;2989
1737259406;33.26;19.89;2989
1737259707;31.85;20.96;2987
1737260007;30.63;21.89;2985
1737260307;29.58;22.71;2983
1737260608;28.64;23.45;2981
1737260906;27.85;24.12;2978
1737261208;27.13;24.72;2976
1737261509;26.51;25.21;2973
1737261807;25.97;25.7;2971
1737262110;26.76;25.87;2969
1737262410;30.99;22.66;2969
1737262710;33.82;20.2;2969
1737263011;36.04;18.48;2970
1737263311;37.99;17.05;2972
1737263611;39.47;16.03;2974
1737263912;40.63;15.25;2977
1737264212;41.57;14.64;2980
1737264513;41.6;14.57;2983
1737264813;40.34;15.2;2986
1737265113;38.52;16.17;2988
1737265414;36.66;17.29;2989
1737265714;34.91;18.43;2988
1737266015;33.34;19.56;2987
1737266315;31.95;20.6;2986
1737266615;30.74;21.5;2985
1737266916;29.68;22.36;2982
1737267216;28.75;23.24;2980
1737267516;27.94;24.09;2978
1737267817;27.22;24.87;2976
1737268115;26.6;25.55;2973
1737268418;26.05;26.15;2971
1737268718;25.57;26.72;2969
1737269018;25.14;27.3;2967
1737269316;26.27;27.44;2965
1737269619;31.27;23.07;2965
1737269917;36.74;18.45;2967
1737270220;41.36;15.2;2969
1737270520;43.54;13.91;2972
1737270820;42.78;14.16;2975
1737271121;40.98;15.05;2979
1737271421;38.91;16.23;2981
1737271722;36.93;17.48;2985
1737272022;35.11;18.81;2987
1737272322;33.5;20.09;2988
1737272623;32.1;21.29;2987
1737272923;30.86;22.37;2985
1737273221;29.79;23.38;2983
1737273524;28.86;24.27;2981
1737273824;28.05;25.04;2978
1737274125;27.33;25.76;2975
1737274425;26.69;26.43;2973
1737274725;26.14;27.02;2972
1737275026;25.65;27.63;2969
1737275326;25.22;28.18;2967
1737275627;24.81;28.61;2965
1737275927;24.46;29.08;2963
1737276227;24.16;29.57;2962
1737276528;23.87;29.95;2960
1737276828;24.28;30.55;2959
1737277128;28.8;26.5;2959
1737277429;34.5;21.54;2960
1737277729;39.73;17.5;2963
1737278030;43.4;14.67;2967
1737278330;44.77;13.77;2971
1737278630;43.8;13.99;2975
1737278931;41.77;14.79;2980
1737279231;39.52;15.94;2984
1737279532;37.42;17.17;2987
1737279832;35.6;18.63;2989
1737280132;33.98;19.48;2989
1737280433;32.52;20.65;2988
1737280733;31.26;21.65;2986
1737281033;30.16;22.63;2984
1737281334;29.2;23.51;2981
1737281634;28.36;24.3;2979
1737281935;27.63;25.03;2976
1737282235;26.97;25.71;2974
1737282535;28.2;25.54;2972
1737282836;33.07;21.38;2971
1737283136;38.32;17.18;2972
1737283436;42.58;14.35;2974
1737283737;44.86;13.17;2976
1737284037;45.21;12.92;2979
1737284338;43.75;13.39;2982
1737284638;41.61;14.29;2985
1737284938;39.38;15.45;2987
1737285239;37.32;16.64;2989
1737285539;35.47;17.78;2990
1737285839;33.85;18.86;2990
1737286140;32.42;19.87;2988
1737286440;31.19;20.82;2986
1737286741;30.11;21.64;2984
1737287041;29.16;22.34;2981
1737287341;28.34;23.08;2979
1737287642;27.62;23.9;2976
1737287942;29.25;23.5;2974
1737288243;34.1;19.57;2974
1737288540;39.21;15.88;2974
1737288843;43.17;13.6;2976
1737289144;45.11;12.72;2978
1737289444;45.14;12.64;2981
1737289744;43.52;13.15;2983
1737290045;41.34;14.05;2986
1737290345;39.12;15.17;2989
1737290646;37.07;16.31;2990
1737290946;35.25;17.39;2991
1737291246;33.66;18.43;2990
1737291547;32.28;19.38;2989
1737291847;31.07;20.28;2986
1737292147;30.02;21.11;2984
1737292445;29.08;21.83;2981
1737292748;28.27;22.5;2979
1737293049;27.84;23.28;2976
1737293349;30.98;21.48;2975
1737293649;36.02;17.62;2975
1737293950;40.88;14.56;2976
1737294250;44.05;12.96;2977
1737294550;45.32;12.42;2979
1737294851;44.61;12.62;2982
1737295151;42.68;13.26;2985
1737295452;40.41;14.36;2987
1737295752;38.24;15.57;2990
1737296052;36.27;16.7;2991
1737296353;34.56;17.73;2991
1737296653;33.06;18.67;2990
1737296953;31.76;19.59;2988
1737297254;30.61;20.5;2986
1737297554;29.62;21.35;2983
1737297855;28.74;22.07;2981
1737298155;27.96;22.89;2978
1737298455;27.3;23.7;2976
1737298756;29.15;23.2;2974
1737299056;34.09;19.24;2974
1737299356;39.26;15.62;2974
1737299657;43.13;13.46;2976
1737299957;44.67;12.73;2978
1737300258;43.88;12.94;2981
1737300558;41.97;13.66;2984
1737300858;39.81;14.73;2986
1737301159;37.72;15.84;2989
1737301459;35.84;16.9;2990
1737301759;34.18;18.02;2990
1737302060;32.72;19.02;2989
1737302358;31.44;19.89;2988
1737302661;30.32;20.93;2985
1737302961;29.34;21.84;2983
1737303261;28.47;22.66;2980
1737303562;27.72;23.52;2978
1737303860;27.04;24.18;2976
1737304163;26.47;24.76;2974
1737304463;25.96;25.33;2972
1737304763;25.52;25.9;2970
1737305064;25.85;26.47;2968
1737305364;30.2;23.28;2967
1737305664;35.63;18.76;2968
1737305965;40.52;15.3;2970
1737306265;43.56;13.52;2973
1737306565;43.83;13.29;2976
1737306863;42.3;13.89;2979
1737307166;40.21;14.96;2983
1737307467;38.08;16.2;2986
1737307767;36.11;17.4;2988
1737308067;34.36;18.65;2989
1737308368;32.84;19.87;2989
1737308668;31.51;21.03;2988
1737308968;30.35;22.09;2986
1737309266;29.35;22.88;2983
1737309569;28.47;23.71;2981
1737309870;27.7;24.43;2978
1737310167;27.03;25.06;2975
1737310470;26.43;25.64;2973
1737310771;25.92;26.21;2971
1737311071;25.45;26.82;2969
1737311369;25.05;27.48;2967
1737311672;24.63;30.28;2965
1737311970;24.58;29.98;2963
1737312273;28.46;27.06;2963
1737312573;34.21;21.56;2964
1737312873;39.6;17.13;2966
1737313174;43.39;14.52;2970
1737313474;45.08;13.84;2973
1737313774;44.39;13.79;2977
1737314075;42.46;14.41;2981
1737314375;40.21;15.56;2985
1737314676;38.04;16.82;2988
1737314976;36.07;18.15;2990
1737315276;34.34;19.46;2991
1737315577;32.82;20.69;2990
1737315877;31.5;21.93;2988
1737316177;30.32;23.43;2986
1737316478;29.31;24.15;2983
1737316778;28.46;24.92;2981
1737317079;27.71;25.59;2978
1737317376;27.05;26.25;2975
1737317679;26.47;26.98;2973
1737317980;25.94;27.59;2971
1737318277;25.49;28.07;2969
1737318580;25.09;28.61;2967
1737318881;24.74;29.15;2965
1737319179;26.68;28.51;2964
1737319482;32.04;23.17;2964
1737319782;37.6;18.33;2966
1737320082;41.66;15.4;2969
1737320383;42.66;14.65;2973
1737320683;41.72;15.14;2976
1737320983;39.99;16.45;2979
1737321284;38.07;17.77;2982
1737321584;36.24;19.24;2986
1737321885;34.59;20.49;2987
1737322185;33.11;21.61;2988
1737322485;31.8;22.73;2986
1737322786;30.66;23.69;2985
1737323086;29.66;24.59;2983
1737323386;28.77;25.37;2980
1737323684;28;26.1;2978
1737323987;27.31;26.82;2976
1737324288;26.71;27.51;2973
1737324588;26.31;28.33;2971
1737324888;29.12;26.66;2970
1737325189;34.35;21.52;2970
1737325489;39.56;17.17;2971
1737325789;43.27;14.72;2973
1737326090;44.96;13.81;2976
1737326390;44.58;13.82;2980
1737326690;42.79;14.5;2982
1737326991;40.59;15.67;2986
1737327291;38.4;17.08;2988
1737327592;36.41;18.44;2990
1737327892;34.67;19.74;2991
1737328192;33.15;20.9;2990
1737328493;31.82;21.95;2988
1737328793;30.65;23;2986
1737329093;29.65;23.86;2983
1737329394;28.77;24.66;2981
1737329694;27.99;25.22;2978
1737329995;27.3;25.81;2976
1737330295;26.72;26.54;2974
1737330595;28.46;26.04;2972
1737330896;33.46;21.55;2972
1737331196;38.72;17.36;2972
1737331496;42.74;14.73;2974
1737331797;44.77;13.65;2977
1737332097;44.74;13.54;2979
1737332398;43.06;14.15;2983
1737332698;40.86;15.25;2986
1737332998;38.64;16.55;2988
1737333299;36.6;17.83;2990
1737333597;34.79;19.08;2991
1737333899;33.22;20.36;2990
1737334200;31.85;21.54;2988
1737334500;30.65;22.51;2986
1737334801;29.62;23.19;2984
1737335101;28.7;23.93;2981
1737335401;27.92;24.88;2979
1737335699;27.22;25.5;2977
1737336002;26.6;26.03;2974
1737336302;26.06;26.58;2972
1737336603;25.59;27.08;2970
1737336903;26.41;27.26;2968
1737337204;31.19;23.31;2968
1737337504;36.65;18.67;2968
1737337804;41.34;15.34;2971
1737338105;44.06;13.75;2974
1737338405;44.39;13.56;2977
1737338706;42.88;14.1;2980
1737339006;40.75;15.08;2984
1737339306;38.56;16.38;2987
1737339607;36.52;17.74;2989
1737339907;34.71;19.04;2990
1737340207;33.13;20.09;2990
1737340508;31.76;21.1;2988
1737340808;30.55;22.24;2986
1737341109;29.52;23.14;2984
1737341407;28.6;23.84;2981
1737341709;27.81;24.56;2979
1737342010;27.11;25.27;2976
1737342310;26.5;25.81;2974
1737342611;25.96;26.29;2972
1737342911;27.34;25.9;2970
1737343211;32.32;22;2969
1737343512;37.69;17.69;2970
1737343812;42.06;14.67;2972
1737344112;44.36;13.45;2975
1737344413;44.48;13.35;2978
1737344713;42.92;13.94;2981
1737345013;40.75;15.06;2984
1737345314;38.54;16.31;2988
1737345614;36.5;17.56;2990
1737345915;34.68;18.84;2990
1737346215;33.1;20.12;2990
1737346513;31.72;21.24;2988
1737346816;30.53;22.27;2986
1737347116;29.48;23.05;2984
1737347414;28.57;23.58;2981
1737347717;27.79;24.44;2979
1737348017;27.08;25.06;2976
1737348318;26.46;25.62;2974
1737348618;26.32;26.06;2971
1737348918;29.97;23.71;2970
1737349219;35.2;19.42;2971
1737349519;39.24;16.36;2972
1737349820;42.55;14.22;2974
1737350120;44.35;13.35;2977
1737350420;43.89;13.48;2980
1737350721;42.07;14.25;2983
1737351021;39.87;15.39;2986
1737351322;37.73;16.55;2989
1737351622;35.77;17.8;2990
1737351922;34.05;19.14;2990
1737352223;32.54;20.26;2989
1737352523;31.23;21.46;2987
1737352823;30.1;22.46;2985
1737353124;29.1;23.29;2983
1737353424;28.25;23.82;2980
1737353725;27.49;24.6;2978
1737354025;26.83;25.31;2975
1737354325;26.58;26.02;2973
1737354623;29;24.64;2971
1737354926;32.39;21.58;2971
1737355226;35.08;19.37;2971
1737355527;37.22;17.75;2973
1737355827;39.02;16.43;2975
1737356128;40.43;15.47;2977
1737356428;41.57;14.75;2980
1737356728;42.21;14.32;2983
1737357029;41.45;14.65;2986
1737357329;39.75;15.65;2988
1737357629;37.83;16.84;2989
1737357930;35.98;18.06;2990
1737358230;34.28;19.34;2989
1737358531;32.78;20.66;2988
1737358831;31.47;21.83;2987
1737359131;30.32;22.75;2985
1737359432;29.33;23.56;2983
1737359732;28.46;24.43;2980
1737360033;27.69;24.91;2978
1737360333;27.02;25.49;2975
1737360633;26.45;26.42;2973
1737360934;25.97;27.26;2971
1737361234;25.54;27.92;2969
1737361534;25.17;28.55;2967
1737361835;24.92;29.34;2966
1737362135;28.02;28.01;2964
1737362436;33.87;22.86;2965
1737362736;39.48;18.11;2967
1737363036;43.38;15.1;2970
1737363337;44.97;13.48;2974
1737363637;44.3;14.09;2978
1737363937;42.45;14.99;2981
1737364238;40.29;16.18;2985
1737364538;38.19;17.32;2988
1737364839;36.25;18.47;2990
1737365139;34.56;19.63;2991
1737365439;33.06;20.79;2989
1737365740;31.75;21.9;2987
1737366040;30.6;22.83;2986
1737366340;29.62;23.69;2983
1737366641;28.74;24.54;2981
1737366941;27.98;25.1;2978
1737367242;27.3;25.56;2976
1737367542;26.7;26.4;2973
1737367842;27.96;26.35;2971
1737368143;32.99;21.99;2971
1737368443;38.39;17.53;2972
1737368743;42.51;14.64;2974
1737369044;44.15;13.86;2976
1737369344;44.01;13.76;2979
1737369645;42.38;14.35;2982
1737369945;40.3;15.38;2985
1737370245;38.2;16.57;2988
1737370543;36.2;17.81;2990
1737370846;34.49;19;2990
1737371146;35.3;18.77;2990
1737371447;38.74;16.56;2989
1737371747;40.35;15.4;2989
1737372048;39.75;15.6;2989
1737372348;38.24;16.37;2988
1737372648;36.53;17.37;2988
1737372949;34.85;18.85;2987
1737373247;33.22;20.46;2987
1737373549;31.8;21.53;2986
1737373850;30.49;22.79;2985
1737374150;29.39;23.94;2984
1737374451;28.47;25.12;2981
1737374751;27.96;26.21;2979
1737375051;30.88;24.2;2977
1737375352;35.77;19.86;2977
1737375652;40.4;16.34;2977
1737375950;42.6;14.73;2978
1737376253;43.65;14.12;2980
1737376553;43.04;14.35;2982
1737376854;41.2;15.08;2985
1737377154;39.2;15.86;2987
1737377454;37.31;16.84;2990
1737377755;35.54;17.99;2990
1737378055;33.94;19.07;2990
1737378356;32.53;20.11;2989
1737378656;31.29;21.16;2987
1737378956;30.18;22.06;2985
1737379257;29.23;22.96;2983
1737379557;28.38;23.7;2980
1737379857;28.3;24.31;2978
1737380158;32.2;21.58;2977
1737380458;37.38;17.42;2977
1737380759;41.99;14.44;2977
1737381059;44.57;13.17;2979
1737381359;44.74;12.94;2981
1737381660;43.21;13.45;2984
1737381960;41.07;14.4;2986
1737382260;38.92;15.54;2989
1737382561;36.92;16.68;2990
1737382861;35.13;17.8;2991
1737383162;33.57;18.82;2990
1737383462;32.18;19.78;2989
1737383762;30.98;20.68;2987
1737384060;29.93;21.54;2985
1737384363;29.01;22.32;2982
1737384663;28.21;23.07;2980
1737384964;27.5;23.82;2977
1737385264;26.9;24.61;2976
1737385565;28.93;23.91;2974
1737385865;33.94;19.69;2973
1737386165;39.14;15.9;2974
1737386466;43.11;13.61;2976
1737386766;44.98;12.75;2978
1737387066;44.67;12.79;2981
1737387367;42.9;13.4;2984
1737387667;40.71;14.35;2987
1737387968;38.56;15.48;2989
1737388268;36.6;16.59;2991
1737388568;34.86;17.68;2992
1737388869;33.32;18.71;2991
1737389169;31.97;19.7;2989
1737389469;30.79;20.76;2987
1737389770;29.77;21.99;2984
1737390070;28.85;22.92;2982
1737390371;28.05;23.7;2980
1737390671;27.35;25.14;2977
1737390969;26.7;25.73;2975
1737391272;27.95;25.42;2973
1737391572;32.81;21.32;2973
1737391872;38.07;17.21;2974
1737392173;42.31;14.41;2976
1737392473;44.41;13.3;2978
1737392774;44.02;13.36;2981
1737393074;42.22;14.07;2984
1737393374;40.05;15.22;2987
1737393675;37.9;16.47;2990
1737393975;35.95;17.84;2991
1737394275;34.23;19.13;2992
1737394576;32.74;20.34;2991
1737394874;31.44;21.5;2990
1737395174;30.3;22.48;2987
1737395477;29.32;23.42;2985
1737395777;28.45;24.16;2982
1737396078;27.7;24.94;2980
1737396378;27.02;25.62;2977
1737396678;26.43;26.26;2975
1737396979;25.98;26.92;2973
1737397279;28.28;25.88;2971
1737397580;33.49;21.13;2971
1737397880;38.79;16.95;2972
1737398180;42.76;14.37;2975
1737398481;44.81;13.33;2978
1737398781;44.89;13.23;2981
1737399081;43.31;13.86;2984
1737399382;41.15;14.9;2987
1737399682;38.98;16.34;2990
1737399983;36.95;17.78;2992
1737400283;35.17;19.11;2993
1737400583;33.6;20.4;2992
1737400884;32.23;21.52;2991
1737401184;31.05;22.62;2989
1737401484;30.02;23.64;2986
1737401785;29.11;24.62;2984
1737402085;28.32;25.52;2982
1737402386;27.63;26.5;2979
1737402686;27;27.27;2977
1737402986;26.58;28.38;2974
1737403287;29.19;27.23;2973
1737403585;34.37;22.06;2973
1737403887;39.55;17.52;2974
1737404188;43.3;14.9;2976
1737404488;44.92;13.94;2979
1737404788;44.36;14.06;2982
1737405089;42.52;14.89;2985
1737405389;40.35;16.13;2988
1737405690;38.22;17.56;2991
1737405990;36.27;19.03;2992
1737406290;34.55;20.51;2993
1737406591;33.05;21.95;2991
1737406891;31.75;23.07;2990
1737407191;30.63;24.09;2988
1737407492;29.66;25.09;2985
1737407792;28.79;25.87;2983
1737408093;28.02;26.56;2980
1737408393;27.33;27.17;2978
1737408693;26.73;27.66;2975
1737408994;26.19;27.99;2973
1737409292;25.73;28.42;2972
1737409595;25.31;28.93;2969
1737409895;27.06;28.17;2968
1737410195;32.27;23.22;2968
1737410496;37.72;18.53;2969
1737410796;42.08;15.4;2972
1737411096;44.38;14.06;2975
1737411397;44.37;13.9;2978
1737411697;43.26;14.25;2982
1737411998;43.52;14.13;2985
1737412298;43.8;13.92;2989
1737412598;42.53;14.4;2992
1737412899;40.56;15.38;2994
1737413199;38.47;16.55;2995
1737413499;36.5;17.78;2994
1737413800;34.75;19.03;2992
1737414100;33.21;20.2;2991
1737414401;31.91;21.34;2990
1737414701;33.2;21;2988
1737415001;37.05;18.11;2987
1737415302;39.01;16.57;2986
1737415602;38.66;16.61;2986
1737415902;37.35;17.33;2986
1737416203;35.79;18.32;2986
1737416503;34.25;19.4;2986
1737416804;32.83;20.45;2986
1737417104;31.55;21.42;2986
1737417404;30.9;22.32;2985
1737417705;33.66;20.57;2984
1737418005;37.07;17.93;2984
1737418306;37.98;17.09;2984
1737418606;37.24;17.4;2984
1737418906;35.9;18.23;2984
1737419207;34.44;19.22;2984
1737419507;33.04;20.22;2984
1737419805;31.75;21.19;2985
1737420108;30.6;21.99;2985
1737420406;29.57;22.71;2983
1737420709;28.94;23.53;2981
1737421009;30.93;22.52;2980
1737421309;33.33;20.6;2979
1737421610;35.51;18.91;2979
1737421910;37.45;17.42;2979
1737422210;39.1;16.28;2980
1737422511;40.39;15.43;2982
1737422811;41.44;14.76;2983
1737423112;42.39;14.18;2986
1737423412;42.52;14.03;2988
1737423712;41.29;14.59;2990
1737424013;39.43;15.55;2991
1737424313;37.49;16.68;2992
1737424613;35.87;17.84;2992
1737424914;37.4;17.17;2991
1737425214;40.44;15.25;2991
1737425515;41.18;14.68;2991
1737425815;40.1;15.15;2991
1737426115;38.39;16.08;2991
1737426416;36.58;17.17;2990
1737426716;34.87;18.3;2990
1737427014;33.35;19.38;2989
1737427317;31.99;20.37;2988
1737427617;30.8;21.29;2987
1737427918;29.76;22.02;2985
1737428218;28.84;22.77;2982
1737428518;28.04;23.44;2980
1737428819;27.34;24.04;2978
1737429119;26.71;24.55;2976
1737429417;26.16;25;2973
